MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20041228,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,2
20041221,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-21,2004-12-27,2
20041214,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-14,2004-12-20,2
20041207,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-07,2004-12-13,2
20041130,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-30,2004-12-06,2
20041123,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-23,2004-11-29,2
20041116,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-16,2004-11-22,2
20041109,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-09,2004-11-15,2
20041102,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-02,2004-11-08,2
20041026,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-26,2004-11-01,2
20041019,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-19,2004-10-25,2
20041012,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-12,2004-10-18,2
20041005,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-05,2004-10-11,2
20040928,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-28,2004-10-04,2
20040921,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-21,2004-09-27,2
20040914,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-14,2004-09-20,2
20040907,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-07,2004-09-13,2
20040831,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-31,2004-09-06,2
20040824,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-24,2004-08-30,2
20040817,AL,89.89,10.11,0.00,0.00,0.00,0.00,2004-08-17,2004-08-23,2
20040810,AL,68.03,31.97,0.00,0.00,0.00,0.00,2004-08-10,2004-08-16,2
20040803,AL,94.37,5.63,0.00,0.00,0.00,0.00,2004-08-03,2004-08-09,2
20040727,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-27,2004-08-02,2
20040720,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-20,2004-07-26,2
20040713,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-13,2004-07-19,2
20040706,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-06,2004-07-12,2
20040629,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-06-29,2004-07-05,2
20040622,AL,93.52,6.48,0.00,0.00,0.00,0.00,2004-06-22,2004-06-28,2
20040615,AL,89.16,10.84,0.00,0.00,0.00,0.00,2004-06-15,2004-06-21,2
20040608,AL,58.34,37.57,4.09,0.00,0.00,0.00,2004-06-08,2004-06-14,2
20040601,AL,52.29,42.54,5.17,0.00,0.00,0.00,2004-06-01,2004-06-07,2
20040525,AL,0.30,94.53,5.17,0.00,0.00,0.00,2004-05-25,2004-05-31,2
20040518,AL,63.61,34.46,1.93,0.00,0.00,0.00,2004-05-18,2004-05-24,2
20040511,AL,64.23,33.84,1.93,0.00,0.00,0.00,2004-05-11,2004-05-17,2
20040504,AL,86.00,13.70,0.29,0.00,0.00,0.00,2004-05-04,2004-05-10,2
20040427,AL,46.56,42.91,10.53,0.00,0.00,0.00,2004-04-27,2004-05-03,2
20040420,AL,50.83,33.51,15.66,0.00,0.00,0.00,2004-04-20,2004-04-26,2
20040413,AL,50.80,49.20,0.00,0.00,0.00,0.00,2004-04-13,2004-04-19,2
20040406,AL,37.22,62.78,0.00,0.00,0.00,0.00,2004-04-06,2004-04-12,2
20040330,AL,56.00,44.00,0.00,0.00,0.00,0.00,2004-03-30,2004-04-05,2
20040323,AL,65.23,34.77,0.00,0.00,0.00,0.00,2004-03-23,2004-03-29,2
20040316,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-03-16,2004-03-22,2
20040309,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-03-09,2004-03-15,2
20040302,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-03-02,2004-03-08,2
20040224,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-24,2004-03-01,2
20040217,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-17,2004-02-23,2
20040210,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-10,2004-02-16,2
20040203,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-02-03,2004-02-09,2
20040127,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-27,2004-02-02,2
20040120,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-20,2004-01-26,2
20040113,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-13,2004-01-19,2
20040106,AL,100.00,0.00,0.00,0.00,0.00,0.00,2004-01-06,2004-01-12,2
20031230,AL,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,2
20041228,FL,84.75,15.25,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,2
20041221,FL,80.48,19.52,0.00,0.00,0.00,0.00,2004-12-21,2004-12-27,2
20041214,FL,87.23,12.77,0.00,0.00,0.00,0.00,2004-12-14,2004-12-20,2
20041207,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-07,2004-12-13,2
20041130,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-30,2004-12-06,2
20041123,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-23,2004-11-29,2
20041116,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-16,2004-11-22,2
20041109,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-09,2004-11-15,2
20041102,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-11-02,2004-11-08,2
20041026,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-26,2004-11-01,2
20041019,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-19,2004-10-25,2
20041012,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-12,2004-10-18,2
20041005,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-10-05,2004-10-11,2
20040928,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-28,2004-10-04,2
20040921,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-21,2004-09-27,2
20040914,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-14,2004-09-20,2
20040907,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-09-07,2004-09-13,2
20040831,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-31,2004-09-06,2
20040824,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-24,2004-08-30,2
20040817,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-17,2004-08-23,2
20040810,FL,99.27,0.73,0.00,0.00,0.00,0.00,2004-08-10,2004-08-16,2
20040803,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-08-03,2004-08-09,2
20040727,FL,100.00,0.00,0.00,0.00,0.00,0.00,2004-07-27,2004-08-02,2
20040720,FL,84.90,15.10,0.00,0.00,0.00,0.00,2004-07-20,2004-07-26,2
20040713,FL,78.87,21.13,0.00,0.00,0.00,0.00,2004-07-13,2004-07-19,2
20040706,FL,92.79,7.21,0.00,0.00,0.00,0.00,2004-07-06,2004-07-12,2
20040629,FL,92.96,7.04,0.00,0.00,0.00,0.00,2004-06-29,2004-07-05,2
20040622,FL,92.48,7.52,0.00,0.00,0.00,0.00,2004-06-22,2004-06-28,2
20040615,FL,92.25,7.75,0.00,0.00,0.00,0.00,2004-06-15,2004-06-21,2
20040608,FL,58.15,41.25,0.61,0.00,0.00,0.00,2004-06-08,2004-06-14,2
