MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20151229,AL,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,2
20151222,AL,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,2
20151215,AL,94.63,5.37,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,2
20151208,AL,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,2
20151201,AL,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,2
20151124,AL,94.20,5.80,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,2
20151117,AL,87.51,12.49,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,2
20151110,AL,91.28,8.72,0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,2
20151103,AL,63.77,36.23,0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,2
20151027,AL,42.15,46.71,11.14,0.00,0.00,0.00,2015-10-27,2015-11-02,2
20151020,AL,28.99,46.60,22.78,1.63,0.00,0.00,2015-10-20,2015-10-26,2
20151013,AL,37.29,43.64,19.07,0.00,0.00,0.00,2015-10-13,2015-10-19,2
20151006,AL,43.26,49.53,7.20,0.00,0.00,0.00,2015-10-06,2015-10-12,2
20150929,AL,37.12,58.03,4.86,0.00,0.00,0.00,2015-09-29,2015-10-05,2
20150922,AL,33.16,49.42,17.42,0.00,0.00,0.00,2015-09-22,2015-09-28,2
20150915,AL,33.21,49.48,17.30,0.00,0.00,0.00,2015-09-15,2015-09-21,2
20150908,AL,52.91,32.04,15.04,0.00,0.00,0.00,2015-09-08,2015-09-14,2
20150901,AL,57.18,31.66,11.16,0.00,0.00,0.00,2015-09-01,2015-09-07,2
20150825,AL,50.15,44.88,4.97,0.00,0.00,0.00,2015-08-25,2015-08-31,2
20150818,AL,46.11,43.03,10.86,0.00,0.00,0.00,2015-08-18,2015-08-24,2
20150811,AL,41.15,39.99,18.85,0.00,0.00,0.00,2015-08-11,2015-08-17,2
20150804,AL,38.84,42.70,18.46,0.00,0.00,0.00,2015-08-04,2015-08-10,2
20150728,AL,59.90,30.73,9.37,0.00,0.00,0.00,2015-07-28,2015-08-03,2
20150721,AL,59.22,32.19,8.60,0.00,0.00,0.00,2015-07-21,2015-07-27,2
20150714,AL,74.95,16.46,8.60,0.00,0.00,0.00,2015-07-14,2015-07-20,2
20150707,AL,77.83,13.57,8.60,0.00,0.00,0.00,2015-07-07,2015-07-13,2
20150630,AL,63.79,21.86,14.35,0.00,0.00,0.00,2015-06-30,2015-07-06,2
20150623,AL,67.87,29.85,2.28,0.00,0.00,0.00,2015-06-23,2015-06-29,2
20150616,AL,93.28,6.72,0.00,0.00,0.00,0.00,2015-06-16,2015-06-22,2
20150609,AL,96.74,3.26,0.00,0.00,0.00,0.00,2015-06-09,2015-06-15,2
20150602,AL,96.74,3.26,0.00,0.00,0.00,0.00,2015-06-02,2015-06-08,2
20150526,AL,76.69,23.31,0.00,0.00,0.00,0.00,2015-05-26,2015-06-01,2
20150519,AL,58.33,41.67,0.00,0.00,0.00,0.00,2015-05-19,2015-05-25,2
20150512,AL,52.56,47.44,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,2
20150505,AL,64.57,35.43,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,2
20150428,AL,73.06,26.94,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,2
20150421,AL,67.97,29.59,2.45,0.00,0.00,0.00,2015-04-21,2015-04-27,2
20150414,AL,44.82,42.24,10.56,2.38,0.00,0.00,2015-04-14,2015-04-20,2
20150407,AL,44.82,37.56,14.54,3.09,0.00,0.00,2015-04-07,2015-04-13,2
20150331,AL,44.82,41.39,13.79,0.00,0.00,0.00,2015-03-31,2015-04-06,2
20150324,AL,56.66,37.42,5.92,0.00,0.00,0.00,2015-03-24,2015-03-30,2
20150317,AL,46.99,45.66,7.35,0.00,0.00,0.00,2015-03-17,2015-03-23,2
20150310,AL,49.35,37.37,13.28,0.00,0.00,0.00,2015-03-10,2015-03-16,2
20150303,AL,44.39,40.94,14.67,0.00,0.00,0.00,2015-03-03,2015-03-09,2
20150224,AL,29.07,53.71,17.22,0.00,0.00,0.00,2015-02-24,2015-03-02,2
20150217,AL,29.07,56.04,14.89,0.00,0.00,0.00,2015-02-17,2015-02-23,2
20150210,AL,38.03,60.34,1.63,0.00,0.00,0.00,2015-02-10,2015-02-16,2
20150203,AL,61.06,37.31,1.63,0.00,0.00,0.00,2015-02-03,2015-02-09,2
20150127,AL,61.06,37.31,1.63,0.00,0.00,0.00,2015-01-27,2015-02-02,2
20150120,AL,57.40,39.55,3.05,0.00,0.00,0.00,2015-01-20,2015-01-26,2
20150113,AL,81.63,15.32,3.05,0.00,0.00,0.00,2015-01-13,2015-01-19,2
20150106,AL,81.63,15.32,3.05,0.00,0.00,0.00,2015-01-06,2015-01-12,2
20141230,AL,62.49,33.74,3.77,0.00,0.00,0.00,2014-12-30,2015-01-05,2
20151229,FL,87.96,12.04,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,2
20151222,FL,87.96,12.04,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,2
20151215,FL,87.96,12.04,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,2
20151208,FL,92.25,7.75,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,2
20151201,FL,82.73,16.94,0.33,0.00,0.00,0.00,2015-12-01,2015-12-07,2
20151124,FL,82.30,17.37,0.33,0.00,0.00,0.00,2015-11-24,2015-11-30,2
20151117,FL,80.18,17.83,1.99,0.00,0.00,0.00,2015-11-17,2015-11-23,2
20151110,FL,78.43,19.79,1.78,0.00,0.00,0.00,2015-11-10,2015-11-16,2
20151103,FL,73.14,24.18,2.68,0.00,0.00,0.00,2015-11-03,2015-11-09,2
20151027,FL,86.44,10.09,3.46,0.00,0.00,0.00,2015-10-27,2015-11-02,2
20151020,FL,84.12,10.44,5.43,0.00,0.00,0.00,2015-10-20,2015-10-26,2
20151013,FL,82.89,11.68,5.43,0.00,0.00,0.00,2015-10-13,2015-10-19,2
20151006,FL,84.36,11.92,3.72,0.00,0.00,0.00,2015-10-06,2015-10-12,2
20150929,FL,82.72,13.28,4.00,0.00,0.00,0.00,2015-09-29,2015-10-05,2
20150922,FL,72.93,12.00,14.62,0.45,0.00,0.00,2015-09-22,2015-09-28,2
20150915,FL,70.02,11.84,14.74,3.41,0.00,0.00,2015-09-15,2015-09-21,2
20150908,FL,66.51,14.29,14.51,4.69,0.00,0.00,2015-09-08,2015-09-14,2
20150901,FL,67.17,12.01,14.07,3.83,2.92,0.00,2015-09-01,2015-09-07,2
20150825,FL,61.87,21.65,8.51,3.91,4.07,0.00,2015-08-25,2015-08-31,2
20150818,FL,60.28,23.57,9.10,3.63,3.42,0.00,2015-08-18,2015-08-24,2
20150811,FL,60.47,24.11,7.81,6.41,1.21,0.00,2015-08-11,2015-08-17,2
20150804,FL,62.82,21.75,7.81,6.41,1.21,0.00,2015-08-04,2015-08-10,2
20150728,FL,60.11,22.70,9.00,6.98,1.21,0.00,2015-07-28,2015-08-03,2
20150721,FL,54.74,22.28,14.08,7.06,1.84,0.00,2015-07-21,2015-07-27,2
20150714,FL,55.54,22.79,11.85,7.97,1.84,0.00,2015-07-14,2015-07-20,2
20150707,FL,55.54,24.22,13.30,5.44,1.50,0.00,2015-07-07,2015-07-13,2
20150630,FL,59.04,21.17,14.24,5.55,0.00,0.00,2015-06-30,2015-07-06,2
20150623,FL,59.47,22.24,12.74,5.55,0.00,0.00,2015-06-23,2015-06-29,2
20150616,FL,70.40,16.73,11.61,1.25,0.00,0.00,2015-06-16,2015-06-22,2
20150609,FL,73.29,18.96,6.50,1.25,0.00,0.00,2015-06-09,2015-06-15,2
20150602,FL,80.96,10.33,7.46,1.25,0.00,0.00,2015-06-02,2015-06-08,2
20150526,FL,86.74,6.90,6.36,0.00,0.00,0.00,2015-05-26,2015-06-01,2
20150519,FL,86.89,6.75,6.36,0.00,0.00,0.00,2015-05-19,2015-05-25,2
20150512,FL,87.85,8.84,3.31,0.00,0.00,0.00,2015-05-12,2015-05-18,2
20150505,FL,90.05,6.64,3.31,0.00,0.00,0.00,2015-05-05,2015-05-11,2
20150428,FL,90.49,4.37,5.14,0.00,0.00,0.00,2015-04-28,2015-05-04,2
20150421,FL,85.48,5.60,3.88,5.03,0.00,0.00,2015-04-21,2015-04-27,2
20150414,FL,67.51,25.68,5.91,0.90,0.00,0.00,2015-04-14,2015-04-20,2
20150407,FL,65.34,25.40,8.36,0.90,0.00,0.00,2015-04-07,2015-04-13,2
20150331,FL,76.52,14.35,8.23,0.90,0.00,0.00,2015-03-31,2015-04-06,2
20150324,FL,68.37,21.76,8.78,1.08,0.00,0.00,2015-03-24,2015-03-30,2
20150317,FL,76.80,14.38,8.82,0.00,0.00,0.00,2015-03-17,2015-03-23,2
20150310,FL,82.88,10.63,6.49,0.00,0.00,0.00,2015-03-10,2015-03-16,2
20150303,FL,82.88,10.28,6.84,0.00,0.00,0.00,2015-03-03,2015-03-09,2
20150224,FL,78.34,14.86,6.80,0.00,0.00,0.00,2015-02-24,2015-03-02,2
20150217,FL,78.34,17.65,4.01,0.00,0.00,0.00,2015-02-17,2015-02-23,2
20150210,FL,78.34,21.03,0.63,0.00,0.00,0.00,2015-02-10,2015-02-16,2
20150203,FL,78.34,21.03,0.63,0.00,0.00,0.00,2015-02-03,2015-02-09,2
20150127,FL,85.79,13.58,0.63,0.00,0.00,0.00,2015-01-27,2015-02-02,2
20150120,FL,89.47,9.90,0.63,0.00,0.00,0.00,2015-01-20,2015-01-26,2
20150113,FL,90.01,9.36,0.63,0.00,0.00,0.00,2015-01-13,2015-01-19,2
20150106,FL,94.33,5.04,0.63,0.00,0.00,0.00,2015-01-06,2015-01-12,2
20141230,FL,94.33,4.68,0.99,0.00,0.00,0.00,2014-12-30,2015-01-05,2
20151229,GA,87.36,12.64,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,2
20151222,GA,85.33,14.67,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,2
