MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20161227,AL,1.17,2.74,10.04,34.30,32.58,19.18,2016-12-27,2017-01-02,2
20161220,AL,1.17,2.74,10.04,34.30,32.58,19.18,2016-12-20,2016-12-26,2
20161213,AL,0.00,0.00,4.08,29.72,45.73,20.47,2016-12-13,2016-12-19,2
20161206,AL,0.00,0.00,1.36,25.39,52.68,20.57,2016-12-06,2016-12-12,2
20161129,AL,0.00,0.00,0.00,3.49,63.76,32.75,2016-11-29,2016-12-05,2
20161122,AL,0.00,0.00,2.13,15.79,46.69,35.38,2016-11-22,2016-11-28,2
20161115,AL,0.00,0.00,11.01,23.43,31.78,33.78,2016-11-15,2016-11-21,2
20161108,AL,0.00,0.00,19.99,28.09,33.57,18.35,2016-11-08,2016-11-14,2
20161101,AL,0.00,0.00,25.24,22.85,37.07,14.84,2016-11-01,2016-11-07,2
20161025,AL,0.00,0.00,26.86,40.11,23.09,9.94,2016-10-25,2016-10-31,2
20161018,AL,0.00,1.52,36.59,37.96,18.95,4.98,2016-10-18,2016-10-24,2
20161011,AL,0.00,28.06,34.63,20.61,13.49,3.22,2016-10-11,2016-10-17,2
20161004,AL,13.49,31.15,32.31,14.07,8.91,0.06,2016-10-04,2016-10-10,2
20160927,AL,17.15,35.74,29.17,11.58,6.36,0.00,2016-09-27,2016-10-03,2
20160920,AL,24.43,40.64,21.37,11.81,1.74,0.00,2016-09-20,2016-09-26,2
20160913,AL,22.91,43.83,22.16,9.39,1.71,0.00,2016-09-13,2016-09-19,2
20160906,AL,46.43,26.28,18.16,7.61,1.51,0.00,2016-09-06,2016-09-12,2
20160830,AL,50.76,22.01,17.72,8.00,1.51,0.00,2016-08-30,2016-09-05,2
20160823,AL,50.74,23.78,14.11,9.85,1.51,0.00,2016-08-23,2016-08-29,2
20160816,AL,44.52,21.07,19.52,12.65,2.24,0.00,2016-08-16,2016-08-22,2
20160809,AL,44.05,18.74,21.05,13.87,2.29,0.00,2016-08-09,2016-08-15,2
20160802,AL,32.44,26.80,22.43,15.43,2.90,0.00,2016-08-02,2016-08-08,2
20160726,AL,38.09,21.60,28.36,9.17,2.78,0.00,2016-07-26,2016-08-01,2
20160719,AL,37.02,21.44,26.94,11.87,2.72,0.00,2016-07-19,2016-07-25,2
20160712,AL,37.05,20.21,27.26,12.76,2.72,0.00,2016-07-12,2016-07-18,2
20160705,AL,35.70,21.27,24.43,15.27,3.32,0.00,2016-07-05,2016-07-11,2
20160628,AL,41.31,18.00,25.55,14.44,0.70,0.00,2016-06-28,2016-07-04,2
20160621,AL,43.10,16.71,27.86,12.32,0.00,0.00,2016-06-21,2016-06-27,2
20160614,AL,39.66,17.69,28.15,14.50,0.00,0.00,2016-06-14,2016-06-20,2
20160607,AL,39.92,26.11,26.42,7.55,0.00,0.00,2016-06-07,2016-06-13,2
20160531,AL,51.71,21.46,19.28,7.55,0.00,0.00,2016-05-31,2016-06-06,2
20160524,AL,51.71,35.44,12.86,0.00,0.00,0.00,2016-05-24,2016-05-30,2
20160517,AL,57.74,34.39,7.86,0.00,0.00,0.00,2016-05-17,2016-05-23,2
20160510,AL,78.89,19.30,1.80,0.00,0.00,0.00,2016-05-10,2016-05-16,2
20160503,AL,86.10,12.40,1.50,0.00,0.00,0.00,2016-05-03,2016-05-09,2
20160426,AL,91.12,8.88,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,2
20160419,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,2
20160412,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,2
20160405,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,2
20160329,AL,98.08,1.92,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,2
20160322,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,2
20160315,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,2
20160308,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,2
20160301,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,2
20160223,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,2
20160216,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,2
20160209,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,2
20160202,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,2
20160126,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,2
20160119,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,2
20160112,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,2
20160105,AL,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,2
20151229,AL,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,2
20161227,FL,9.16,76.55,14.29,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,FL,9.16,76.55,14.29,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,FL,58.31,23.75,17.78,0.15,0.00,0.00,2016-12-13,2016-12-19,2
