MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20091229,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,2
20091222,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,2
20091215,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,2
20091208,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,2
20091201,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,2
20091124,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,2
20091117,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,2
20091110,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,2
20091103,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,2
20091027,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,2
20091020,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,2
20091013,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,2
20091006,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-06,2009-10-12,2
20090929,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-29,2009-10-05,2
20090922,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-22,2009-09-28,2
20090915,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,2
20090908,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,2
20090901,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,2
20090825,AL,89.54,10.46,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,2
20090818,AL,89.32,10.68,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,2
20090811,AL,89.32,10.68,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,2
20090804,AL,89.32,10.68,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,2
20090728,AL,71.15,28.85,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,2
20090721,AL,60.08,39.92,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,2
20090714,AL,74.48,25.52,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,2
20090707,AL,74.48,25.52,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,2
20090630,AL,88.43,11.57,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,2
20090623,AL,91.90,8.10,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,2
20090616,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,2
20090609,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,2
20090602,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,2
20090526,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,2
20090519,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,2
20090512,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,2
20090505,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,2
20090428,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,2
20090421,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,2
20090414,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-14,2009-04-20,2
20090407,AL,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,2
20090331,AL,98.29,1.66,0.05,0.00,0.00,0.00,2009-03-31,2009-04-06,2
20090324,AL,27.28,66.04,6.67,0.00,0.00,0.00,2009-03-24,2009-03-30,2
20090317,AL,27.28,59.54,13.18,0.00,0.00,0.00,2009-03-17,2009-03-23,2
20090310,AL,27.28,59.54,13.18,0.00,0.00,0.00,2009-03-10,2009-03-16,2
20090303,AL,27.28,59.54,13.18,0.00,0.00,0.00,2009-03-03,2009-03-09,2
20090224,AL,21.25,69.69,9.06,0.00,0.00,0.00,2009-02-24,2009-03-02,2
20090217,AL,21.25,71.04,7.71,0.00,0.00,0.00,2009-02-17,2009-02-23,2
20090210,AL,27.33,66.86,5.81,0.00,0.00,0.00,2009-02-10,2009-02-16,2
20090203,AL,41.32,58.68,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,2
20090127,AL,61.02,38.98,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,2
20090120,AL,65.35,34.65,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,2
20090113,AL,65.35,34.65,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,2
20090106,AL,70.01,29.99,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,2
20081230,AL,70.01,29.99,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,2
20091229,FL,96.88,3.12,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,2
20091222,FL,91.76,8.24,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,2
20091215,FL,85.74,11.37,2.89,0.00,0.00,0.00,2009-12-15,2009-12-21,2
20091208,FL,81.75,15.36,2.89,0.00,0.00,0.00,2009-12-08,2009-12-14,2
20091201,FL,70.19,21.39,8.42,0.00,0.00,0.00,2009-12-01,2009-12-07,2
20091124,FL,58.04,34.41,7.55,0.00,0.00,0.00,2009-11-24,2009-11-30,2
20091117,FL,54.91,40.23,4.86,0.00,0.00,0.00,2009-11-17,2009-11-23,2
20091110,FL,62.42,37.58,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,2
20091103,FL,62.42,37.58,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,2
20091027,FL,66.60,33.40,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,2
20091020,FL,67.88,32.12,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,2
20091013,FL,65.68,34.32,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,2
20091006,FL,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-06,2009-10-12,2
20090929,FL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-29,2009-10-05,2
20090922,FL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-22,2009-09-28,2
20090915,FL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,2
20090908,FL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,2
20090901,FL,100.00,0.00,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,2
20090825,FL,85.09,14.91,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,2
20090818,FL,85.09,14.91,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,2
20090811,FL,94.56,5.44,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,2
20090804,FL,94.56,5.44,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,2
20090728,FL,92.01,7.99,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,2
20090721,FL,97.41,2.59,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,2
20090714,FL,97.41,2.59,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,2
20090707,FL,97.41,2.59,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,2
20090630,FL,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,2
20090623,FL,98.02,1.98,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,2
20090616,FL,98.03,1.97,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,2
20090609,FL,98.03,1.97,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,2
20090602,FL,91.96,4.53,3.51,0.00,0.00,0.00,2009-06-02,2009-06-08,2
20090526,FL,67.86,22.56,9.57,0.00,0.00,0.00,2009-05-26,2009-06-01,2
20090519,FL,39.16,16.81,12.49,26.49,5.05,0.00,2009-05-19,2009-05-25,2
20090512,FL,35.11,3.13,4.74,27.33,29.69,0.00,2009-05-12,2009-05-18,2
20090505,FL,37.63,2.54,12.54,36.01,11.28,0.00,2009-05-05,2009-05-11,2
20090428,FL,37.64,2.53,12.55,38.43,8.86,0.00,2009-04-28,2009-05-04,2
20090421,FL,37.64,2.53,21.12,31.05,7.66,0.00,2009-04-21,2009-04-27,2
20090414,FL,35.17,1.89,18.04,41.09,3.81,0.00,2009-04-14,2009-04-20,2
20090407,FL,35.17,1.89,19.97,42.97,0.00,0.00,2009-04-07,2009-04-13,2
20090331,FL,17.83,3.48,42.13,36.56,0.00,0.00,2009-03-31,2009-04-06,2
20090324,FL,0.17,29.49,33.78,36.56,0.00,0.00,2009-03-24,2009-03-30,2
20090317,FL,0.17,29.22,35.47,35.14,0.00,0.00,2009-03-17,2009-03-23,2
20090310,FL,0.17,43.40,31.46,24.97,0.00,0.00,2009-03-10,2009-03-16,2
20090303,FL,0.17,43.40,45.22,11.22,0.00,0.00,2009-03-03,2009-03-09,2
20090224,FL,10.62,51.60,32.33,5.46,0.00,0.00,2009-02-24,2009-03-02,2
