MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20191231,AL,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,AL,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,AL,78.02,21.13,0.84,0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,AL,67.58,27.85,4.56,0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,AL,70.39,27.17,2.43,0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,AL,79.12,18.86,2.02,0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,AL,76.35,21.18,2.46,0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,AL,70.26,21.36,7.57,0.81,0.00,0.00,2019-11-12,2019-11-18,2
20191105,AL,56.34,16.09,20.49,7.08,0.00,0.00,2019-11-05,2019-11-11,2
20191029,AL,38.30,22.07,23.12,15.08,1.43,0.00,2019-10-29,2019-11-04,2
20191022,AL,25.68,22.06,31.30,15.70,5.27,0.00,2019-10-22,2019-10-28,2
20191015,AL,9.44,33.05,22.55,27.17,7.79,0.00,2019-10-15,2019-10-21,2
20191008,AL,8.50,37.42,39.63,9.06,5.39,0.00,2019-10-08,2019-10-14,2
20191001,AL,0.00,64.64,23.37,8.45,3.54,0.00,2019-10-01,2019-10-07,2
20190924,AL,17.27,52.55,25.30,4.68,0.20,0.00,2019-09-24,2019-09-30,2
20190917,AL,52.39,33.74,12.77,1.09,0.00,0.00,2019-09-17,2019-09-23,2
20190910,AL,69.52,22.27,7.12,1.09,0.00,0.00,2019-09-10,2019-09-16,2
20190903,AL,72.60,22.07,4.23,1.09,0.00,0.00,2019-09-03,2019-09-09,2
20190827,AL,66.04,23.18,9.25,1.53,0.00,0.00,2019-08-27,2019-09-02,2
20190820,AL,52.47,34.97,10.66,1.90,0.00,0.00,2019-08-20,2019-08-26,2
20190813,AL,61.46,25.75,10.16,2.63,0.00,0.00,2019-08-13,2019-08-19,2
